100013,323371315180,Иванова Айгерим Кайратовна,F,2014-05-07,5001,1001,2025-09-13,true,false
101940,557310456736,Мухамеджанова София Нурлановна,F,2007-12-05,5114,1007,2025-09-06,true,false
102740,921798451275,Серикова Виктория Ерлановна,F,2008-11-07,5160,1010,2025-09-10,true,false
101689,915508255711,Жумабеков Аян Ерланович,M,2007-03-08,5099,1006,2025-09-15,true,false
104561,426165962179,Бекенов Санжар Сергеевич,M,2010-10-20,5267,1017,2025-09-04,true,false
102375,630794631768,Иванова Дария Сергеевна,F,2010-08-04,5141,1009,2025-09-11,true,false
101138,879568578192,Ли Темирлан Нурланович,M,2013-08-18,5068,1005,2025-09-06,true,false
105695,584165217902,Петрова Ева Маратовна,F,2009-03-03,5335,1021,2025-09-11,true,false
104856,714404465443,Жумабекова Амина Сергеевна,F,2009-04-24,5286,1018,2025-09-02,true,false
106758,153548601169,Мухамеджанова Алина Алексеевна,F,2010-04-26,5401,1025,2025-09-11,true,false
103683,402827789440,Омарова Дария Руслановна,F,2013-09-15,5215,1014,2025-09-08,true,false
102449,161548764318,Серикова Мария Сергеевна,F,2008-11-28,5145,1009,2025-09-04,true,false
104822,118771763396,Омаров Арман Андреевич,M,2010-05-03,5283,1018,2025-09-03,true,false
106201,619483769584,Иванов Никита Ерланович,M,2009-03-27,5367,1023,2025-09-06,true,false
104672,730668742960,Нурпеисова Мадина Кайратовна,F,2009-12-01,5274,1017,2025-09-15,true,false
100963,828246796159,Бекенов Темирлан Ерланович,M,2010-11-02,5057,1004,2025-09-11,true,false
105268,746864490897,Петрова Жанель Ермековна,F,2012-03-05,5310,1020,2025-09-10,true,false
102663,676593907627,Ахметов Руслан Нурланович,M,2010-04-25,5156,1010,2025-09-11,true,false
100020,581684694243,Мухамеджанова Мария Руслановна,F,2013-02-16,5002,1001,2025-09-08,true,false
101586,883096883004,Кузнецов Ерасыл Алексеевич,M,2009-11-07,5093,1006,2025-09-01,true,false
100198,649483890039,Кузнецов Аян Ермекович,M,2009-03-11,5013,1001,2025-09-12,true,false
104350,180263118518,Иванова София Ерлановна,F,2010-12-27,5255,1016,2025-09-13,true,false
101015,124704845921,Сериков Аян Ермекович,M,2010-08-26,5060,1004,2025-09-10,true,false
103162,521196168480,Смагулов Аян Кайратович,M,2010-09-02,5185,1012,2025-09-15,true,false
103843,735565536753,Абдрахманова Жанель Андреевна,F,2008-02-23,5225,1014,2025-09-14,true,false
104301,208256945283,Сидорова Диана Андреевна,F,2012-08-09,5252,1016,2025-09-11,true,false
105074,883846241134,Сейдахметов Алихан Ерланович,M,2010-08-05,5298,1019,2025-09-07,true,false
104782,306259329252,Смагулов Ислам Кайратович,M,2011-04-10,5281,1018,2025-09-07,false,false
102217,706889029713,Жумабеков Ислам Кайратович,M,2007-05-05,5131,1008,2025-09-01,true,false
105785,748553753265,Токтарова София Кайратовна,F,2013-08-08,5340,1022,2025-09-14,true,false
106144,106320935445,Смагулова Амина Нурлановна,F,2010-02-05,5363,1023,2025-09-07,true,false
103171,838248679633,Кузнецова Мадина Сергеевна,F,2010-06-20,5185,1012,2025-09-02,true,false
106841,585790327671,Сидорова Диана Ермековна,F,2007-05-09,5406,1025,2025-09-05,true,false
103912,984960833993,Мухамеджанов Арман Андреевич,M,2013-09-01,5229,1015,2025-09-07,true,false
106046,721480688273,Серикова Айша Кайратовна,F,2013-12-26,5356,1023,2025-09-03,true,false
101855,357139222682,Иванова Виктория Андреевна,F,2010-02-20,5109,1007,2025-09-01,true,false
105930,451723569109,Иванов Амир Алексеевич,M,2009-09-22,5349,1022,2025-09-11,true,false
102559,957005137742,Бекенов Ислам Русланович,M,2013-05-28,5151,1010,2025-09-08,true,false
100705,430375466452,Васильев Дамир Ерланович,M,2011-10-18,5042,1003,2025-09-03,true,false
102902,517705234484,Серикова Алина Сергеевна,F,2010-12-21,5170,1011,2025-09-02,true,false
100005,572846822785,Сидорова Милана Андреевна,F,2014-02-24,5001,1001,2025-09-12,true,false
102174,916812158566,Иванова София Кайратовна,F,2008-06-11,5128,1008,2025-09-02,true,false
105781,652899239416,Серикова Жанель Кайратовна,F,2014-05-17,5340,1022,2025-09-05,true,false
100457,161850169614,Токтарова Алина Маратовна,F,2009-11-21,5028,1002,2025-09-02,true,false
102195,275923755297,Сидорова София Кайратовна,F,2008-06-26,5129,1008,2025-09-04,true,false
100184,853218034327,Ким Нурислам Нурланович,M,2009-11-21,5012,1001,2025-09-02,true,false
102131,442121229298,Токтарова Мария Ермековна,F,2011-02-17,5125,1008,2025-09-15,true,false
104951,880910192491,Токтаров Никита Сергеевич,M,2013-07-14,5291,1019,2025-09-08,true,false
103800,814319840983,Сидорова Мадина Руслановна,F,2010-08-08,5222,1014,2025-09-12,true,false
104504,291502930707,Сидорова Алина Андреевна,F,2012-02-21,5263,1017,2025-09-03,true,false
104922,910986242047,Сейдахметова Ева Ерлановна,F,2007-10-23,5290,1018,2025-09-04,true,false
103798,647548397069,Петров Ислам Нурланович,M,2009-03-12,5222,1014,2025-09-01,true,false
100016,981206485371,Васильева Анастасия Сергеевна,F,2013-10-15,5002,1001,2025-09-14,true,false
104764,420023032853,Абдрахманова Дария Маратовна,F,2012-11-11,5279,1018,2025-09-05,true,false
107232,569086415809,Абдрахманов Аян Маратович,M,2011-11-03,5429,1027,2025-09-04,true,false
100749,271032331399,Жумабекова Диана Ермековна,F,2009-06-26,5044,1003,2025-09-07,true,false
104778,777942333187,Сейдахметов Дамир Русланович,M,2013-08-10,5280,1018,2025-09-10,true,false
100582,745593483734,Петров Руслан Ерланович,M,2007-12-15,5035,1002,2025-09-13,true,false
101913,116915120538,Петрова Айша Сергеевна,F,2009-04-10,5112,1007,2025-09-15,true,false
102657,153703329264,Кузнецова Диана Кайратовна,F,2011-11-21,5156,1010,2025-09-08,true,false
103193,846577239269,Иванова Айгерим Руслановна,F,2011-03-07,5187,1012,2025-09-11,true,false
100953,249035853497,Бекенова Ева Руслановна,F,2011-12-06,5056,1004,2025-09-12,true,false
103614,814213125583,Кузнецова Айша Кайратовна,F,2007-02-13,5211,1013,2025-09-05,true,false
100871,601259243766,Мухамеджанов Санжар Маратович,M,2013-11-05,5052,1004,2025-09-14,true,false
106264,200840775020,Иванова Милана Руслановна,F,2008-06-20,5370,1023,2025-09-11,true,false
100129,226121781400,Васильева Дария Ермековна,F,2010-10-07,5008,1001,2025-09-10,true,false
101118,800125921897,Ким Ислам Русланович,M,2013-02-17,5067,1005,2025-09-05,true,false
104261,532277884848,Омаров Егор Андреевич,M,2011-03-04,5250,1016,2025-09-06,true,false
106390,999848802187,Бекенов Арман Ерланович,M,2012-08-08,5377,1024,2025-09-08,false,false
102533,977936529385,Сидоров Егор Маратович,M,2013-10-06,5149,1010,2025-09-03,true,false
104838,388546586378,Кузнецова Аружан Алексеевна,F,2009-08-13,5285,1018,2025-09-14,true,false
101683,365955704941,Серикова Карина Алексеевна,F,2008-01-15,5099,1006,2025-09-14,true,false
101304,127374504149,Бекенова Анастасия Сергеевна,F,2009-06-16,5076,1005,2025-09-04,true,false
106769,396486762254,Петров Егор Ермекович,M,2010-08-06,5401,1025,2025-09-02,true,false
107045,873132713451,Ким Дария Кайратовна,F,2009-02-11,5417,1026,2025-09-03,true,false
100464,230241597369,Сейдахметова Дария Сергеевна,F,2009-11-19,5028,1002,2025-09-09,true,false
104306,519483226370,Сидоров Адиль Сергеевич,M,2012-09-12,5252,1016,2025-09-01,true,false
105650,582625738483,Васильев Егор Ерланович,M,2011-09-16,5332,1021,2025-09-14,true,false
106420,266249745966,Иванова Карина Алексеевна,F,2012-09-18,5379,1024,2025-09-06,true,false
101165,933689625246,Ли Карина Кайратовна,F,2012-02-13,5069,1005,2025-09-14,true,false
103374,457864967371,Иванова Виктория Кайратовна,F,2013-12-01,5197,1013,2025-09-02,true,false
100244,661693788111,Сидоров Ерасыл Сергеевич,M,2008-02-24,5015,1001,2025-09-12,true,false
102524,587086949756,Жумабеков Данияр Андреевич,M,2012-12-21,5149,1010,2025-09-15,true,false
103953,827325236178,Бекенова Айгерим Ермековна,F,2013-05-05,5231,1015,2025-09-05,true,false
105062,110688261945,Мухамеджанова Алина Алексеевна,F,2011-01-25,5298,1019,2025-09-09,true,false
100985,184607658410,Петрова Айгерим Маратовна,F,2010-07-05,5058,1004,2025-09-13,false,false
103389,741017263060,Серикова Анастасия Маратовна,F,2012-09-08,5198,1013,2025-09-06,true,false
103849,590112564841,Мухамеджанова Виктория Андреевна,F,2009-07-28,5225,1014,2025-09-10,true,false
103361,508510370588,Жумабеков Максим Нурланович,M,2013-02-11,5196,1013,2025-09-05,true,false
104784,775244755227,Ким Виктория Маратовна,F,2011-09-22,5281,1018,2025-09-03,true,false
104460,386071051867,Нурпеисова Айгерим Ерлановна,F,2014-03-19,5261,1017,2025-09-01,false,false
105279,300079610208,Ахметова Аружан Маратовна,F,2012-08-17,5311,1020,2025-09-11,true,false
103940,971249231492,Васильева Аружан Ерлановна,F,2013-09-22,5230,1015,2025-09-15,true,false
103161,792605389242,Сейдахметова Алина Алексеевна,F,2011-12-03,5185,1012,2025-09-12,true,false
103226,121719089143,Петров Амир Ермекович,M,2009-04-09,5188,1012,2025-09-04,true,false
103944,688171288562,Жумабекова Виктория Кайратовна,F,2013-04-07,5231,1015,2025-09-05,true,false
103034,899717420081,Ахметов Дамир Маратович,M,2008-09-12,5177,1011,2025-09-15,true,false
103499,850454043244,Мухамеджанова София Андреевна,F,2010-04-25,5204,1013,2025-09-13,true,false
102901,632584659460,Иванов Санжар Русланович,M,2010-12-19,5170,1011,2025-09-02,true,false
100583,842477936253,Сейдахметова Аяулым Андреевна,F,2007-02-14,5035,1002,2025-09-09,false,false
105708,248951434035,Ахметова Анастасия Алексеевна,F,2008-06-09,5336,1021,2025-09-08,true,false
102437,706163984960,Серикова Анастасия Андреевна,F,2009-06-11,5144,1009,2025-09-01,true,false
106182,165900161959,Смагулова Аружан Кайратовна,F,2010-02-04,5365,1023,2025-09-03,true,false
102627,433898290353,Бекенов Аян Андреевич,M,2011-08-24,5154,1010,2025-09-13,true,false
105499,254739493971,Сидоров Нурислам Нурланович,M,2014-04-27,5324,1021,2025-09-04,true,false
106098,311457176002,Ли Руслан Русланович,M,2012-12-22,5360,1023,2025-09-05,true,false
101505,223346154816,Абдрахманов Темирлан Нурланович,M,2011-04-16,5088,1006,2025-09-12,true,false
105138,217616772280,Иванова Айша Ермековна,F,2008-11-03,5302,1019,2025-09-08,true,false
101793,402389870167,Токтарова Виктория Маратовна,F,2011-02-17,5105,1007,2025-09-04,true,false
103610,677956491929,Ким Санжар Сергеевич,M,2007-04-13,5211,1013,2025-09-13,true,false
102077,426135956865,Абдрахманова Айша Андреевна,F,2011-11-11,5122,1008,2025-09-05,true,false
101097,900043813843,Васильева Дария Сергеевна,F,2008-11-11,5065,1004,2025-09-01,true,false
101908,436010331362,Абдрахманов Санжар Андреевич,M,2008-04-11,5112,1007,2025-09-11,true,false
105491,572129737815,Бекенова Ева Маратовна,F,2013-11-18,5323,1021,2025-09-08,true,false
102541,910639272255,Бекенова Алина Нурлановна,F,2013-11-26,5150,1010,2025-09-11,true,false
103765,932493707863,Ли Адиль Ерланович,M,2011-06-14,5220,1014,2025-09-13,true,false
100643,378487859540,Ахметов Дамир Алексеевич,M,2012-04-04,5038,1003,2025-09-08,true,false
105122,900517630132,Васильева София Андреевна,F,2010-10-28,5301,1019,2025-09-10,true,false
100656,891399258968,Сейдахметова Айша Ерлановна,F,2013-03-11,5039,1003,2025-09-14,true,false
106093,117528201294,Кузнецова Ева Нурлановна,F,2012-12-22,5360,1023,2025-09-02,true,false
101591,859197034387,Жумабекова Карина Алексеевна,F,2010-10-02,5093,1006,2025-09-05,true,false
106814,594883958757,Токтарова Мария Алексеевна,F,2008-09-16,5404,1025,2025-09-14,true,false
105308,714222015672,Кузнецов Артем Андреевич,M,2012-04-08,5312,1020,2025-09-05,true,false
106228,303080922788,Токтарова Милана Алексеевна,F,2009-11-23,5368,1023,2025-09-14,true,false
100855,565772700858,Омарова Алина Кайратовна,F,2013-10-24,5051,1004,2025-09-05,true,false
102482,688240942790,Иванова София Маратовна,F,2014-02-27,5147,1010,2025-09-05,true,false
101728,732332637339,Нурпеисов Никита Кайратович,M,2013-05-14,5102,1007,2025-09-05,false,false
105096,658816680170,Смагулова Мария Ермековна,F,2010-04-24,5300,1019,2025-09-12,true,false
103527,851836339565,Сейдахметова Карина Кайратовна,F,2009-11-17,5206,1013,2025-09-14,true,false
103425,381304685646,Омарова Ева Ермековна,F,2011-11-28,5200,1013,2025-09-10,true,false
104031,437486741502,Сидоров Амир Русланович,M,2010-11-06,5236,1015,2025-09-07,true,false
103650,943058404509,Петрова Жанель Андреевна,F,2014-04-12,5214,1014,2025-09-07,true,false
107270,642526957746,Кузнецов Дамир Нурланович,M,2010-01-27,5431,1027,2025-09-03,true,false
103502,363743062675,Ахметова Анастасия Нурлановна,F,2010-03-23,5204,1013,2025-09-13,true,false
104948,361590304469,Нурпеисова Виктория Руслановна,F,2014-02-04,5291,1019,2025-09-06,true,false
101507,934363159919,Омаров Алексей Нурланович,M,2012-09-16,5089,1006,2025-09-10,true,false
106955,776845162382,Жумабекова Милана Нурлановна,F,2011-05-01,5412,1026,2025-09-09,true,false
102815,763640876743,Нурпеисова София Нурлановна,F,2014-01-04,5165,1011,2025-09-03,true,false
103907,116076011664,Ли Амина Ерлановна,F,2014-09-18,5228,1015,2025-09-01,true,false
103604,832523007472,Нурпеисова Айша Маратовна,F,2007-11-24,5211,1013,2025-09-14,true,false
102875,927976431570,Серикова Аружан Нурлановна,F,2012-04-14,5168,1011,2025-09-08,true,false
106249,311483037756,Петрова Жанель Ерлановна,F,2008-09-16,5369,1023,2025-09-10,true,false
100048,664201125215,Петрова Виктория Ерлановна,F,2012-12-22,5004,1001,2025-09-03,true,false
105404,575238898828,Сериков Амир Нурланович,M,2008-04-02,5318,1020,2025-09-14,true,false
101861,862136151955,Сидорова Диана Ерлановна,F,2009-11-06,5109,1007,2025-09-01,true,false
104662,414331639331,Сейдахметов Ислам Маратович,M,2009-08-05,5273,1017,2025-09-03,true,false
104273,999470723166,Ахметова Ева Маратовна,F,2011-10-24,5250,1016,2025-09-01,false,false
102893,117039119258,Мухамеджанова Амина Руслановна,F,2011-02-14,5170,1011,2025-09-15,true,false
101658,159555015738,Нурпеисова Мадина Маратовна,F,2008-11-04,5097,1006,2025-09-09,true,false
107275,706971706578,Васильев Алихан Ермекович,M,2010-10-13,5431,1027,2025-09-09,true,false
102424,425157424470,Ким Аружан Руслановна,F,2009-01-23,5144,1009,2025-09-15,true,false
100435,601910534304,Петрова Ева Андреевна,F,2010-12-20,5026,1002,2025-09-15,true,false
107147,741676121528,Омаров Руслан Русланович,M,2013-04-12,5424,1027,2025-09-02,true,false
100973,689965717555,Петрова Милана Маратовна,F,2011-04-06,5057,1004,2025-09-14,true,false
100290,651318604571,Жумабекова Амина Руслановна,F,2013-01-22,5018,1002,2025-09-04,true,false
100944,652184198638,Петров Руслан Сергеевич,M,2012-10-21,5056,1004,2025-09-09,true,false
103414,806955132033,Сидоров Темирлан Ермекович,M,2011-09-28,5199,1013,2025-09-14,true,false
100545,762773174305,Иванов Дамир Ерланович,M,2009-05-28,5032,1002,2025-09-02,true,false
105179,722709344838,Нурпеисова Айгерим Нурлановна,F,2008-11-23,5305,1019,2025-09-08,true,false
103068,127197606293,Бекенов Максим Кайратович,M,2014-08-28,5179,1012,2025-09-07,true,false
101733,217492143944,Кузнецова София Андреевна,F,2014-03-25,5102,1007,2025-09-02,true,false
105643,446082723886,Бекенов Руслан Алексеевич,M,2011-10-06,5332,1021,2025-09-11,true,false
106233,547487963298,Токтаров Ерасыл Нурланович,M,2009-07-17,5368,1023,2025-09-13,true,false
100053,275455264013,Ли Милана Сергеевна,F,2012-12-23,5004,1001,2025-09-15,true,false
101196,170323167245,Смагулов Алихан Андреевич,M,2012-03-19,5071,1005,2025-09-13,true,false
105403,177286543393,Сейдахметов Санжар Алексеевич,M,2009-08-11,5318,1020,2025-09-11,true,false
101982,111141238155,Нурпеисов Аян Нурланович,M,2014-01-20,5117,1008,2025-09-12,true,false
101630,324023156694,Токтарова Мария Ермековна,F,2008-10-06,5096,1006,2025-09-12,true,false
107029,275347927350,Абдрахманов Данияр Нурланович,M,2010-08-09,5416,1026,2025-09-01,true,false
102414,736805184010,Сидоров Никита Сергеевич,M,2008-01-25,5143,1009,2025-09-14,true,false
105407,677959601076,Нурпеисова Айгерим Сергеевна,F,2008-12-07,5318,1020,2025-09-07,true,false
104593,980863527909,Смагулов Алексей Андреевич,M,2011-07-22,5268,1017,2025-09-01,true,false
107066,786715280749,Ли Дария Сергеевна,F,2008-04-28,5418,1026,2025-09-08,true,false
101800,846292539349,Иванов Алихан Нурланович,M,2011-07-04,5106,1007,2025-09-10,true,false
101961,324400299599,Омаров Никита Андреевич,M,2008-03-01,5115,1007,2025-09-03,true,false
104841,120143767392,Нурпеисова Ева Андреевна,F,2009-06-03,5285,1018,2025-09-14,true,false
100183,607212982896,Васильева Мадина Ерлановна,F,2010-02-26,5012,1001,2025-09-13,true,false
105204,470155853026,Бекенов Адиль Русланович,M,2014-05-10,5306,1020,2025-09-14,true,false
106300,423387158881,Мухамеджанов Темирлан Кайратович,M,2008-08-22,5372,1023,2025-09-09,true,false
104052,513864311901,Бекенов Нурислам Нурланович,M,2011-10-11,5237,1015,2025-09-11,true,false
104639,103739659340,Ли София Нурлановна,F,2009-02-18,5271,1017,2025-09-09,true,false
102190,904203665090,Смагулов Санжар Алексеевич,M,2009-10-09,5129,1008,2025-09-06,true,false
105630,411222803762,Сидоров Ерасыл Нурланович,M,2011-08-13,5331,1021,2025-09-07,true,false
102497,795413305438,Ахметов Темирлан Маратович,M,2014-09-13,5147,1010,2025-09-01,true,false
103214,472455219397,Токтарова Мадина Ерлановна,F,2009-04-22,5188,1012,2025-09-06,true,false
101230,333634115499,Токтаров Адиль Сергеевич,M,2012-03-18,5072,1005,2025-09-01,true,false
100938,819913610493,Ким Виктория Руслановна,F,2012-01-08,5056,1004,2025-09-02,true,false
105260,739012582589,Омарова Айша Руслановна,F,2012-10-07,5310,1020,2025-09-10,true,false
105802,123620489162,Петрова Ева Ермековна,F,2013-11-17,5342,1022,2025-09-08,true,false
105596,517124921393,Васильева Аяулым Маратовна,F,2012-01-21,5329,1021,2025-09-03,true,false
102782,477954217778,Нурпеисова Аружан Алексеевна,F,2007-03-12,5163,1010,2025-09-08,true,false
100383,253145355800,Кузнецов Алексей Кайратович,M,2011-02-24,5023,1002,2025-09-07,true,false
101657,701583908991,Ли Дария Руслановна,F,2009-07-20,5097,1006,2025-09-03,true,false
102395,246486524375,Кузнецова Амина Алексеевна,F,2009-12-13,5142,1009,2025-09-13,true,false
106547,794120538990,Иванов Темирлан Маратович,M,2014-10-17,5388,1025,2025-09-10,true,false
104212,378053971229,Ким Руслан Русланович,M,2013-05-16,5246,1016,2025-09-02,false,false
106935,787436037552,Сидоров Арман Ерланович,M,2012-02-14,5411,1026,2025-09-11,true,false
100475,465940709333,Сейдахметова Амина Руслановна,F,2009-03-02,5029,1002,2025-09-12,true,false
103665,832015900430,Бекенова София Ермековна,F,2013-06-11,5214,1014,2025-09-09,true,false
103234,138515063545,Смагулова Айша Маратовна,F,2009-03-26,5189,1012,2025-09-04,true,false
100302,765298958603,Смагулов Алексей Маратович,M,2013-09-27,5019,1002,2025-09-01,true,false
104217,997737196795,Нурпеисова Мария Ермековна,F,2013-10-25,5247,1016,2025-09-10,true,false
